"Code No. (Octal)",,,"Eqpt. ID (Hex)",,,"Transmission Order Bit Position",,,,,,,,"Parameter","Data",,,,"Notes & Cross Ref. to Tables in Att. 6"
,,,,,,0,1,1,1,0,0,1,1,"747 DFDR & A330/340 SSFDR - System Address Label",,,,"X","See Attachment 11"
"1     6      4",,,0,0,2,0,1,1,1,0,1,0,0,"Minimum Descent Altitude (MDA)","X",,,,
,,,0,0,3,0,1,1,1,0,1,0,0,"Target Height","X",,,,
,,,0,0,7,0,1,1,1,0,1,0,0,"Radio Height","X",,,,"6-13/6-27"
,,,0,2,5,0,1,1,1,0,1,0,0,"Radio Height","X",,,,"6-13/6-27"
,,,0,2,7,0,1,1,1,0,1,0,0,"MLS Dataword 7","X",,,,
,,,0,3,"B",0,1,1,1,0,1,0,0,"Radio Height","X",,,,
,,,0,5,5,0,1,1,1,0,1,0,0,"MLS ABS GP Angle","X",,,,
,,,1,1,4,0,1,1,1,0,1,0,0,"Indicated Pump Status",,,"X",,
"1     6      5",,,0,0,7,0,1,1,1,0,1,0,1,"Radio Height",,"X",,,"6-25"
,,,0,0,"B",0,1,1,1,0,1,0,1,"Vertical Velocity","X",,,,
,,,0,2,7,0,1,1,1,0,1,0,1,"MLS Dataword 8","X",,,,
,,,0,5,5,0,1,1,1,0,1,0,1,"MLS ABS Azimuth Angle","X",,,,
,,,1,1,4,0,1,1,1,0,1,0,1,"Indicated Valve Status",,,"X",,
"1     6      6",,,0,0,7,0,1,1,1,0,1,1,0,"RALT Check Point Dev.","X",,,,
,,,0,0,"B",0,1,1,1,0,1,1,0,"North/South Velocity","X",,,,
,,,1,1,4,0,1,1,1,0,1,1,0,"Indicated Valve Status",,,"X",,
"1     6      7",,,0,0,2,0,1,1,1,0,1,1,1,"EPU Estimate Position Uncertainty/ (ANP) Actual Navi. Perf.","X",,,,
,,,1,1,4,0,1,1,1,0,1,1,1,"Indicated Valve Status",,,"X",,
"1     7      0",,,0,2,5,0,1,1,1,1,0,0,0,"Decision Height Selected (EFI)",,"X",,,"6-25"
,,,0,"C",5,0,1,1,1,1,0,0,0,"Decision Height Selected (EFI)",,"X",,,"6-25"
,,,1,1,4,0,1,1,1,1,0,0,0,"Wing Imbalance and FQI Failure Warning",,,"X",,
,,,,,,0,1,1,1,1,0,0,0,"DFDAU - System Address Label",,,,"X","See Attachment 11"
"1     7      1",,,0,0,2,0,1,1,1,1,0,0,1,"RNP Required Navigation Performance","X",,,,
,,,0,"A",5,0,1,1,1,1,0,0,1,"Vertical Alarm Limit (VAL) and SBAS System Identifier","X",,,,
,,,"X","X","X",0,1,1,1,1,0,0,1,"Manufacturer Specific Status ",,,,,"See Attachment 10/Note 1"
"1     7      2",,,"X","X","X",0,1,1,1,1,0,1,0,"Subsystem Identifier",,,,,"6-34/Note 1"
"1     7      3",,,0,1,0,0,1,1,1,1,0,1,1,"Localizer Deviation","X",,,,"6-6/6-27"
,,,0,2,5,0,1,1,1,1,0,1,1,"Localizer Deviation","X",,,,"6-6/6-27"
,,,0,2,9,0,1,1,1,1,0,1,1,"Hydraulic Quantity","X",,,,
,,,0,3,"B",0,1,1,1,1,0,1,1,"Localizer Deviation","X",,,,
,,,0,5,5,0,1,1,1,1,0,1,1,"Localizer Deviation","X",,,,
,,,0,"B","D",0,1,1,1,1,0,1,1,"Hydraulic Quantity","X",,,,
,,,0,"D",0,0,1,1,1,1,0,1,1,"Hydraulic Oil","X",,,,
,,,,,,0,1,1,1,1,0,1,1,"SDU #2 - System Address Label",,,,"X","See Attachment 11"
"1     7      4",,,0,0,3,0,1,1,1,1,1,0,0,"Delayed Flap Approach Speed (DFA)","X",,,,
,,,0,0,"B",0,1,1,1,1,1,0,0,"East/West Velocity","X",,,,
,,,0,1,0,0,1,1,1,1,1,0,0,"Glideslope Deviation","X",,,,"6-6/6-27"
,,,0,2,9,0,1,1,1,1,1,0,0,"Hydraulic Pressure","X",,,,
,,,0,3,"B",0,1,1,1,1,1,0,0,"Glideslope Deviation","X",,,,"6-6/6-27"
,,,0,5,5,0,1,1,1,1,1,0,0,"Glideslope Deviation","X",,,,
,,,0,"D",0,0,1,1,1,1,1,0,0,"Hydraulic Oil Pressure","X",,,,
,,,,,,0,1,1,1,1,1,0,0,"RFU - System Address Label",,,,"X","See Attachment 11"
"1     7      5",,,0,0,3,0,1,1,1,1,1,0,1,"Economical Speed","X",,,,
,,,0,2,9,0,1,1,1,1,1,0,1,"EGT (APU)","X",,,,
,,,0,3,3,0,1,1,1,1,1,0,1,"Hydraulic Pump Case Drain Temperature","X",,,,
,,,,,,0,1,1,1,1,1,0,1,"HGA/IGA HPA - System Address Label",,,,"X","See Attachment 11"
"1     7      6",,,0,0,3,0,1,1,1,1,1,1,0,"Economical Mach","X",,,,
,,,0,2,9,0,1,1,1,1,1,1,0,"RPM (APU)","X",,,,
,,,0,3,8,0,1,1,1,1,1,1,0,"Left Static Pressure Uncorrected, mb","X",,,,
,,,0,5,"A",0,1,1,1,1,1,1,0,"Fuel Temperature - Set to Zero","X",,,,
,,,0,"A","D",0,1,1,1,1,1,1,0,"Static Pressure Left, Uncorrected, mb","X",,,,
,,,1,1,4,0,1,1,1,1,1,1,0,"Left Outer Tank Fuel Temp & Advisory Warning","X",,,,
"1     7      7",,,0,0,3,0,1,1,1,1,1,1,1,"Economical Flight Level","X",,,,
,,,0,2,9,0,1,1,1,1,1,1,1,"Oil Quantity (APU)","X",,,,
,,,0,3,8,0,1,1,1,1,1,1,1,"Right Static Pressure Uncorrected, mb","X",,,,
,,,0,5,5,0,1,1,1,1,1,1,1,"Distance to LTP/FTP","X",,,,
,,,0,5,"A",0,1,1,1,1,1,1,1,"Fuel Temperature Left Wing Tank","X",,,,
,,,0,"A","D",0,1,1,1,1,1,1,1,"Static Pressure Right, Uncorrected, mb","X",,,,
,,,1,1,4,0,1,1,1,1,1,1,1,"Inner Tank 1 Fuel Temp & Advisory Warning","X",,,,
,,,,,,0,1,1,1,1,1,1,1,"LGA/HPA - System Address Label",,,,"X","See Attachment 11"
"2     0      0",,,0,0,2,1,0,0,0,0,0,0,0,"Drift Angle",,"X",,,
,,,0,0,4,1,0,0,0,0,0,0,0,"Drift Angle",,"X",,,
,,,0,5,6,1,0,0,0,0,0,0,0,"Drift Angle",,"X",,,
,,,0,6,0,1,0,0,0,0,0,0,0,"Drift Angle",,"X",,,
,,,1,1,4,1,0,0,0,0,0,0,0,"Inner Tank 2 Fuel Temp & Advisory Warning","X",,,,
"2     0      1",,,0,0,9,1,0,0,0,0,0,0,1,"DME Distance",,"X",,,"6-1-1"
,,,0,5,"A",1,0,0,0,0,0,0,1,"Fuel Temperature Right Wing Tank","X",,,,
,,,1,1,2,1,0,0,0,0,0,0,1,"TACAN Distance",,"X",,,
,,,1,1,4,1,0,0,0,0,0,0,1,"Inner Tank 3 Fuel Temp & Advisory Warning","X",,,,
,,,1,1,5,1,0,0,0,0,0,0,1,"DME ",,"X",,,"6-25"
,,,1,4,0,1,0,0,0,0,0,0,1,"Mach Maximum Operation (Mmo)","X",,,,
,,,1,4,2,1,0,0,0,0,0,0,1,"Projected Future Latitude","X",,,,
,,,,,,1,0,0,0,0,0,0,1,"GPS/GNSS Sensor - System Address Label",,,,"X","See Attachment 11"
"2     0      2",,,0,0,2,1,0,0,0,0,0,1,0,"Energy Management (clean)","X",,,,
,,,0,0,9,1,0,0,0,0,0,1,0,"DME Distance","X",,,,"6-7/6-27"
,,,0,2,9,1,0,0,0,0,0,1,0,"Cabin Compartment Temperature (Group #1)","X",,,,
,,,0,5,"A",1,0,0,0,0,0,1,0,"Fuel Temperature - Set to Zero","X",,,,
,,,1,1,4,1,0,0,0,0,0,1,0,"Inner Tank 4 Fuel Temp & Advisory Warning","X",,,,
,,,1,4,0,1,0,0,0,0,0,1,0,"Mach Rate","X",,,,
,,,1,4,2,1,0,0,0,0,0,1,0,"Projected Future Latitude Fine","X",,,,
"2     0      3",,,0,0,2,1,0,0,0,0,0,1,1,"Energy Management Speed Brakes","X",,,,
,,,0,0,6,1,0,0,0,0,0,1,1,"Altitude (1013.25mB)","X",,,,
,,,0,1,8,1,0,0,0,0,0,1,1,"Altitude","X",,,,"6-24/6-27"
,,,0,2,9,1,0,0,0,0,0,1,1,"Cabin Compartment Temperature (Group #2)","X",,,,
,,,0,3,5,1,0,0,0,0,0,1,1,"Own A/C Altitude","X",,,,
,,,0,3,8,1,0,0,0,0,0,1,1,"Altitude (1013.25mB)","X",,,,
,,,0,5,"A",1,0,0,0,0,0,1,1,"Fuel Tank #6 Temperature","X",,,,
,,,1,0,"A",1,0,0,0,0,0,1,1,"Ambient Static Pressure","X",,,,
,,,1,0,"B",1,0,0,0,0,0,1,1,"Ambient Static Pressure","X",,,,
,,,1,1,4,1,0,0,0,0,0,1,1,"Trim Tank Fuel Temp & Advisory Warning","X",,,,
,,,1,4,0,1,0,0,0,0,0,1,1,"Altitude","X",,,,
"2     0      4",,,0,0,2,1,0,0,0,0,1,0,0,"Utitlity Airspeed","X",,,,
,,,0,0,6,1,0,0,0,0,1,0,0,"Baro Corrected Altitude #1","X",,,,
,,,0,2,9,1,0,0,0,0,1,0,0,"Cabin Duct Temperature (Group #1)","X",,,,
,,,0,3,8,1,0,0,0,0,1,0,0,"Baro Corrected Altitude #1","X",,,,
,,,0,5,6,1,0,0,0,0,1,0,0,"Baro Altitude","X",,,,
,,,0,5,"A",1,0,0,0,0,1,0,0,"Fuel Tank #7 Temperature","X",,,,
,,,0,6,0,1,0,0,0,0,1,0,0,"Baro Altitude","X",,,,
,,,1,1,4,1,0,0,0,0,1,0,0,"Right Outer Tank Fuel Temp & Advisory Warning","X",,,,
,,,1,4,0,1,0,0,0,0,1,0,0,"Baro Corrected Altitude","X",,,,
"2     0      5",,,0,0,2,1,0,0,0,0,1,0,1,"HF COM Frequency (New Format)",,"X",,,"6-43"
,,,0,0,6,1,0,0,0,0,1,0,1,"Mach","X",,,,"6-27"
,,,0,1,"A",1,0,0,0,0,1,0,1,"Mach","X",,,,"6-27"
,,,0,2,9,1,0,0,0,0,1,0,1,"Cabin Duct Temperature (Group #2)","X",,,,
,,,0,3,8,1,0,0,0,0,1,0,1,"Mach","X",,,,
,,,0,5,"A",1,0,0,0,0,1,0,1,"Fuel Tank #8 Temperature","X",,,,
,,,0,"B",9,1,0,0,0,0,1,0,1,"HF COM Frequency (New Format)",,"X",,,
,,,1,0,"A",1,0,0,0,0,1,0,1,"Mach Number","X",,,,
,,,1,0,"B",1,0,0,0,0,1,0,1,"Mach Number","X",,,,
,,,1,4,0,1,0,0,0,0,1,0,1,"Mach","X",,,,
"2     0      6",,,0,0,6,1,0,0,0,0,1,1,0,"Computed Airspeed","X",,,,"6-27"
,,,0,1,8,1,0,0,0,0,1,1,0,"Altitude (Variable Resolution)","X",,,,"6-20"
,,,0,2,9,1,0,0,0,0,1,1,0,"Cabin Temp. Reg. Valve Position (Group #1)","X",,,,
,,,0,3,8,1,0,0,0,0,1,1,0,"Computed Airspeed","X",,,,"6-27"
,,,0,5,6,1,0,0,0,0,1,1,0,"Computed Airspeed","X",,,,
,,,0,6,0,1,0,0,0,0,1,1,0,"Computed Airspeed","X",,,,
,,,0,"C","C",1,0,0,0,0,1,1,0,"Taxi Speed","X",,,,
,,,1,4,0,1,0,0,0,0,1,1,0,"Computed Airspeed (CAS)","X",,,,
"2     0      7",,,0,0,2,1,0,0,0,0,1,1,1,"HF Control Word",,,"X",,
,,,0,0,6,1,0,0,0,0,1,1,1,"Max. Allowable Airspeed","X",,,,
,,,0,0,"A",1,0,0,0,0,1,1,1,"Max. Allowable Airspeed","X",,,,
,,,0,2,5,1,0,0,0,0,1,1,1,"Operational Software Part Number",,"X",,,"6-37"
,,,0,2,9,1,0,0,0,0,1,1,1,"Cabin Temp. Reg. Valve Position (Group #2)","X",,,,
,,,0,3,8,1,0,0,0,0,1,1,1,"Max. Allowable Airspeed","X",,,,
,,,0,"B",9,1,0,0,0,0,1,1,1,"HF Control Word",,,"X",,
,,,1,4,0,1,0,0,0,0,1,1,1,"Airspeed Maximum Operating (VMO)","X",,,,
"2     1      0",,,0,0,6,1,0,0,0,1,0,0,0,"True Airspeed","X",,,,"6-27"
,,,0,2,9,1,0,0,0,1,0,0,0,"Cargo Compartment Temperature","X",,,,
,,,0,3,8,1,0,0,0,1,0,0,0,"True Airspeed","X",,,,"6-27"
,,,1,4,0,1,0,0,0,1,0,0,0,"True Airspeed","X",,,,
,,,,,,1,0,0,0,1,0,0,0,"FCMC Com A340-500/600 - System Address Label",,,,"X","See Attachment 11"
"2     1      1",,,0,0,2,1,0,0,0,1,0,0,1,"Total Air Temperature","X",,,,"6-27"
,,,0,0,3,1,0,0,0,1,0,0,1,"Total Air Temperature","X",,,,
,,,0,0,6,1,0,0,0,1,0,0,1,"Total Air Temperature","X",,,,
,,,0,1,"A",1,0,0,0,1,0,0,1,"Total Air Temperature","X",,,,
,,,0,2,9,1,0,0,0,1,0,0,1,"Cargo Duct Temperature","X",,,,
,,,0,3,8,1,0,0,0,1,0,0,1,"Total Air Temperature","X",,,,
,,,0,"A","D",1,0,0,0,1,0,0,1,"Total Air Temperature Indicated","X",,,,
,,,1,0,"A",1,0,0,0,1,0,0,1,"Total Fan Inlet Temperature","X",,,,
,,,1,0,"B",1,0,0,0,1,0,0,1,"Total Fan Inlet Temperature","X",,,,
,,,1,4,0,1,0,0,0,1,0,0,1,"Total Air Temp (TAT)","X",,,,
,,,1,4,2,1,0,0,0,1,0,0,1,"Projected Future Longitude","X",,,,
,,,,,,1,0,0,0,1,0,0,1,"FCMC Mon A340-500/600 - System Address Label",,,,"X","See Attachment 11"
"2     1      2",,,0,0,4,1,0,0,0,1,0,1,0,"Altitude Rate","X",,,,"6-27"
,,,0,0,5,1,0,0,0,1,0,1,0,"Altitude Rate","X",,,,
,,,0,0,6,1,0,0,0,1,0,1,0,"Altitude Rate","X",,,,
,,,0,2,9,1,0,0,0,1,0,1,0,"Cargo Temp. Reg. Valve Position","X",,,,
,,,0,3,8,1,0,0,0,1,0,1,0,"Altitude Rate","X",,,,
,,,0,3,"B",1,0,0,0,1,0,1,0,"Altitude Rate","X",,,,
,,,0,5,6,1,0,0,0,1,0,1,0,"Altitude Rate","X",,,,
,,,0,6,0,1,0,0,0,1,0,1,0,"Altitude Rate","X",,,,
,,,1,4,0,1,0,0,0,1,0,1,0,"Altitude Rate","X",,,,
,,,1,4,2,1,0,0,0,1,0,1,0,"Projected Future Longitude Fine","X",,,,
,,,,,,1,0,0,0,1,0,1,0,"FCMC Int A340-500/600 - System Address Label",,,,"X","See Attachment 11"
"2     1      3",,,0,0,2,1,0,0,0,1,0,1,1,"Static Air Temperature","X",,,,"6-27"
,,,0,0,6,1,0,0,0,1,0,1,1,"Static Air Temperature","X",,,,"6-27"
,,,0,3,8,1,0,0,0,1,0,1,1,"Static Air Temperature","X",,,,
,,,0,8,"D",1,0,0,0,1,0,1,1,"Fuel Used","X",,,,"6-27"
,,,1,4,0,1,0,0,0,1,0,1,1,"Static Air Temp (SAT)","X",,,,
,,,1,4,2,1,0,0,0,1,0,1,1,"Veritical Time Interval","X",,,,
"2     1      4",,,"X","X","X",1,0,0,0,1,1,0,0,"ICAO Aircraft Address (Part 1)",,,"X",,"Note 1"
"2     1      5",,,0,0,6,1,0,0,0,1,1,0,1,"Impacted Pressure, Uncorrected, mb","X",,,,
,,,0,1,"A",1,0,0,0,1,1,0,1,"Impact Pressure","X",,,,
,,,0,2,9,1,0,0,0,1,1,0,1,"N1 Actual (EEC)","X",,,,
,,,0,2,9,1,0,0,0,1,1,0,1,"EPR Actual (EEC)","X",,,,
,,,0,3,8,1,0,0,0,1,1,0,1,"Impacted Pressure, Uncorrected, mb","X",,,,
,,,0,"A","D",1,0,0,0,1,1,0,1,"Impacted Pressure, Uncorrected, mb","X",,,,
,,,1,4,0,1,0,0,0,1,1,1,1,"Impact Pressure Subsonic","X",,,,
"2     1      6",,,"X","X","X",1,0,0,0,1,1,1,0,"ICAO Aircraft Address (Part 2)",,,"X",,"Note 1"
"2     1      7",,,0,0,2,1,0,0,0,1,1,1,1,"Geometric Vertical Rate","X",,,,
,,,0,0,6,1,0,0,0,1,1,1,1,"Static Pressure, Corrected (In. Hg)","X",,,,
,,,0,2,9,1,0,0,0,1,1,1,1,"N1 Limit (EEC)","X",,,,
,,,0,2,9,1,0,0,0,1,1,1,1,"EPR Actual (EEC)","X",,,,
,,,0,3,8,1,0,0,0,1,1,1,1,"Static Pressure, Average, Corrected (In. Hg)","X",,,,
,,,1,4,0,1,0,0,0,1,1,1,1,"Static Pressure Corrected (In. Hg)","X",,,,
"2     2      0",,,0,0,6,1,0,0,1,0,0,0,0,"Baro Corrected Altitude #2","X",,,,
,,,0,3,8,1,0,0,1,0,0,0,0,"Baro Corrected Altitude #2","X",,,,
,,,1,4,0,1,0,0,1,0,0,0,0,"Baro Corrected Altitude #2","X",,,,
,,,,,,1,0,0,1,0,0,0,0,"MCDU #1 - System Address label (Recipient)",,,,"X","See Attachment 11"
"2     2      1",,,0,0,6,1,0,0,1,0,0,0,1,"Indicated Angle of Attack (Average)","X",,,,
,,,0,3,8,1,0,0,1,0,0,0,1,"Indicated Angle of Attack (Average)","X",,,,
,,,0,"A","D",1,0,0,1,0,0,0,1,"Indicated Angle of Attack (Average)","X",,,,
,,,1,2,"C",1,0,0,1,0,0,0,1,"Indicated Angle of Attack (Average)","    ",,,,
,,,1,4,0,1,0,0,1,0,0,0,1,"Angle of Attach Indicated Average","X",,,,
,,,,,,1,0,0,1,0,0,0,1,"MCDU #2 - System Address label (Recipient)",,,,"X","See Attachment 11"
"2     2      2",,,0,0,6,1,0,0,1,0,0,1,0,"Indicated Angle of Attack (#1 Left)","X",,,,
,,,0,1,1,1,0,0,1,0,0,1,0,"VOR Omnibearing","X",,,,"6-10"
,,,1,1,2,1,0,0,1,0,0,1,0,"TACAN Bearing","X",,,,
,,,1,1,5,1,0,0,1,0,0,1,0,"Bearing","X",,,,
,,,1,2,"C",1,0,0,1,0,0,1,0,"Indicated Angle of Attack (#1 Left)","X",,,,
,,,1,4,0,1,0,0,1,0,0,1,0,"Angle of Attack,  Indicated (#1 Left)","X",,,,
,,,,,,1,0,0,1,0,0,1,0,"MCDU #3 - System Address Label ",,,,"X","See Attachment 11"
"2     2      3",,,0,0,6,1,0,0,1,0,0,1,1,"Indicated Angle of Attack (#1 Right)","X",,,,
,,,1,2,"C",1,0,0,1,0,0,1,1,"Indicated Angle of Attack (#1 Right)","X",,,,
,,,1,4,0,1,0,0,1,0,0,1,1,"Angle of Attack,  Indicated (#1 Right)","X",,,,
,,,,,,1,0,0,1,0,0,1,1,"Printer #1 - System Address Label",,,,"X","See Attachment 11"
"2     2      4",,,0,0,6,1,0,0,1,0,1,0,0,"Indicated Angle of Attack (#2 Left)","X",,,,
,,,1,2,"C",1,0,0,1,0,1,0,0,"Indicated Angle of Attack (#2 Left)","X",,,,
,,,1,4,0,1,0,0,1,0,1,0,0,"Angle of Attack, Indicated (#2 Left)","X",,,,
,,,,,,1,0,0,1,0,1,0,0,"Printer #2 - System Address Label",,,,"X","See Attachment 11"
"2     2      5",,,0,0,2,1,0,0,1,0,1,0,1,"Min. Maneuvering Airspeed","X",,,,
,,,0,0,6,1,0,0,1,0,1,0,1,"Indicated Angle of Attack (#2 Right)","X",,,,
,,,0,2,"B",1,0,0,1,0,1,0,1,"Compensated Altitude Rate","X",,,,
,,,0,5,6,1,0,0,1,0,1,0,1,"Minimum Maneuvering Airspeed","X",,,,
,,,0,6,0,1,0,0,1,0,1,0,1,"Minimum Maneuvering Airspeed","X",,,,
,,,1,2,"C",1,0,0,1,0,1,0,1,"Indicated Angle of Attack (#2 Right)","X",,,,
,,,1,4,0,1,0,0,1,0,1,0,1,"Angle of Attack, Indicated (#2 Right)","X",,,,
,,,,,,1,0,0,1,0,1,0,1,"HUD - System Address Label ",,,,"X","See Attachment 11"
"2     2      6",,,0,0,2,1,0,0,1,0,1,1,0,"Min. Op. Fuel Temp (non-conflicting)","X",,,,
,,,,,,1,0,0,1,0,1,1,0,"Data Loader - System Addess Label (High Speed)",,,,"X","See Attachment 11"
"2     2      7",,,0,1,9,1,0,0,1,0,1,1,1,"CFDS Bite Command Summary for HFDR",,,"X",,
,,,0,3,"D",1,0,0,1,0,1,1,1,"AVM Command","X",,,,"6-28"
,,,0,5,3,1,0,0,1,0,1,1,1,"CFDS Bite Command Summary for HFDR",,,"X",,
,,,0,7,"E",1,0,0,1,0,1,1,1,"BITE Command Word","X",,,,
"2     3      0",,,0,0,6,1,0,0,1,1,0,0,0,"True Airspeed",,"X",,,"6-25"
,,,0,3,8,1,0,0,1,1,0,0,0,"True Airspeed",,"X",,,"6-25"
,,,1,1,4,1,0,0,1,1,0,0,0,"Left Outer Probes Capacitance",,"X",,,
,,,,,,1,0,0,1,1,0,0,0,"MCDU #4 - System Address Label ",,,,"X","See Attachment 11"
"2     3      1",,,0,0,6,1,0,0,1,1,0,0,1,"Total Air Temperature",,"X",,,"6-25"
,,,0,3,8,1,0,0,1,1,0,0,1,"Total Air Temperature",,"X",,,
,,,1,1,4,1,0,0,1,1,0,0,1,"Inner 2 Tank Probe Capacitance",,"X",,,
"2     3      2",,,0,0,4,1,0,0,1,1,0,1,0,"Altitude Rate",,"X",,,"6-25"
,,,0,0,5,1,0,0,1,1,0,1,0,"Altitude Rate",,"X",,,
,,,0,0,6,1,0,0,1,1,0,1,0,"Altitude Rate",,"X",,,
,,,0,5,5,1,0,0,1,1,0,1,0,"GLS Airport ID",,,"X",,
,,,1,1,4,1,0,0,1,1,0,1,0,"Inner 4 Tank Probe Capacitance",,"X",,,
"2     3      3",,,0,0,2,1,0,0,1,1,0,1,1,"ACMS Information","X",,,,"6-31"
,,,0,0,6,1,0,0,1,1,0,1,1,"Static Air Temperature",,"X",,,"6-25"
,,,0,3,8,1,0,0,1,1,0,1,1,"Static Air Temperature",,"X",,,"6-25"
,,,0,5,6,1,0,0,1,1,0,1,1,"ACMS Information","X",,,,
,,,0,6,0,1,0,0,1,1,0,1,1,"ACMS Information","X",,,,
,,,1,1,4,1,0,0,1,1,0,1,1,"Right Outer Probe Capacitance",,"X",,,
"2     3      4",,,0,0,2,1,0,0,1,1,1,0,0,"ACMS Information","X",,,,"6-31"
,,,0,0,6,1,0,0,1,1,1,0,0,"Baro Correction (mb) #1",,"X",,,
,,,0,3,8,1,0,0,1,1,1,0,0,"Baro Correction (mb) #1",,"X",,,
,,,0,5,6,1,0,0,1,1,1,0,0,"ACMS Information","X",,,,
,,,0,6,0,1,0,0,1,1,1,0,0,"ACMS Information","X",,,,
,,,,,,1,0,0,1,1,1,0,0,"EIVMU 1 - System Address Label ",,,,"X","See Attachment 11"
"2     3      5",,,0,0,2,1,0,0,1,1,1,0,1,"ACMS Information","X",,,,"6-31"
,,,0,0,6,1,0,0,1,1,1,0,1,"Baro Correction (ins. Hg) #1",,"X",,,"6-25"
,,,0,3,8,1,0,0,1,1,1,0,1,"Baro Correction (ins. Hg) #1",,"X",,,"6-25"
,,,0,5,6,1,0,0,1,1,1,0,1,"ACMS Information","X",,,,
,,,0,6,0,1,0,0,1,1,1,0,1,"ACMS Information","X",,,,
,,,,,,1,0,0,1,1,1,0,1,"EIVMU 2 - System Address Label  ",,,,"X","See Attachment 11"
"2     3      6",,,0,0,2,1,0,0,1,1,1,1,0,"ACMS Information","X",,,,"6-31"
,,,0,0,6,1,0,0,1,1,1,1,0,"Baro Correction (mb) #2",,"X",,,
,,,0,3,8,1,0,0,1,1,1,1,0,"Baro Correction (mb) #2",,"X",,,
,,,0,5,6,1,0,0,1,1,1,1,0,"ACMS Information","X",,,,
,,,0,6,0,1,0,0,1,1,1,1,0,"ACMS Information","X",,,,
,,,,,,1,0,0,1,1,1,1,0,"EIVMU 3 - System Address Label  ",,,,"X","See Attachment 11"
"2     3      7",,,0,0,2,1,0,0,1,1,1,1,1,"ACMS Information","X",,,,
,,,0,0,6,1,0,0,1,1,1,1,1,"Baro Correction (ins. Hg) #2",,"X",,,
,,,0,0,"B",1,0,0,1,1,1,1,1,"Horizontal Uncertainty Level","X",,,,
,,,0,3,8,1,0,0,1,1,1,1,1,"Baro Correction (ins. Hg) #2",,"X",,,
,,,0,5,6,1,0,0,1,1,1,1,1,"ACMS Information","X",,,,
,,,0,6,0,1,0,0,1,1,1,1,1,"ACMS Information","X",,,,
,,,,,,1,0,0,1,1,1,1,1,"EIVMU 4 - System Address Label ",,,,"X","See Attachment 11"
"2     4      0",,,0,,,1,0,1,0,0,0,0,0,"Spare",,,,,
"2     4      1",,,0,0,2,1,0,1,0,0,0,0,1,"Min. Airspeed for Flap Extension","X",,,,
,,,0,0,6,1,0,1,0,0,0,0,1,"Corrected Angle of Attack","X",,,,
,,,0,2,"C",1,0,1,0,0,0,0,1,"Reserved (Special Use)",,,"X",,
,,,0,3,8,1,0,1,0,0,0,0,1,"Corrected Angle of Attack","X",,,,
,,,0,4,"D",1,0,1,0,0,0,0,1,"FQIS System Data","X",,,,"6-35"
,,,0,5,6,1,0,1,0,0,0,0,1,"Min. Airspeed for Flap Extension","X",,,,
,,,0,6,0,1,0,1,0,0,0,0,1,"Min. Airspeed for Flap Extension","X",,,,
,,,1,4,0,1,0,1,0,0,0,0,1,"Angle of Attack, Corrected","X",,,,
,,,1,6,0,1,0,1,0,0,0,0,1,"Tank Unit Data","X",,,,"6-38"
,,,,,,1,0,1,0,0,0,0,1,"APM-MMR - System Address Label  ",,,,"X","See Attachment 11"
"2     4      2",,,0,0,6,1,0,1,0,0,0,1,0,"Total Pressure","X",,,,
,,,0,0,9,1,0,1,0,0,0,1,0,"Ground Station ID (Word #1)",,,"X",,
,,,0,1,0,1,0,1,0,0,0,1,0,"Ground Station ID (Word #1)",,,"X",,
,,,0,1,1,1,0,1,0,0,0,1,0,"Ground Station ID (Word #1)",,,"X",,
,,,1,1,2,1,0,1,0,0,0,1,0,"Ground Station ID (Word #1)",,,"X",,
,,,0,1,"A",1,0,1,0,0,0,1,0,"Total Pressure","X",,,,
,,,0,3,8,1,0,1,0,0,0,1,0,"Total Pressure","X",,,,
,,,0,3,"B",1,0,1,0,0,0,1,0,"Speed Deviation","X",,,,
,,,0,"A","D",1,0,1,0,0,0,1,0,"Total Pressure, Uncorrected, mb","X",,,,
,,,1,4,0,1,0,1,0,0,0,1,0,"Total Pressure","X",,,,
,,,,,,1,0,1,0,0,0,1,0,"MMR - System Address Label ",,,,"X","See Attachment 11"
"2     4      3",,,0,3,7,1,0,1,0,0,0,1,1,"Zero Fuel Weight (kg)",,"X",,,
,,,0,5,5,1,0,1,0,0,0,1,1,"GLS Runway Selection",,,"X",,
,,,"X","X","X",1,0,1,0,0,0,1,1,"Simulator to Avionics Control Word","X",,,,"Note 1"
"2     4      4",,,0,0,9,1,0,1,0,0,1,0,0,"Ground Station ID (Word #2)",,,"X",,
,,,0,1,0,1,0,1,0,0,1,0,0,"Ground Station ID (Word #2)",,,"X",,
,,,0,1,1,1,0,1,0,0,1,0,0,"VOR Ground Station Ident Word #2",,,"X",,
,,,0,1,2,1,0,1,0,0,1,0,0,"Ground Station ID (Word #2)",,,"X",,
,,,0,1,"C",1,0,1,0,0,1,0,0,"Fuel Flow (Engine Direct)","X",,,,
,,,0,3,3,1,0,1,0,0,1,0,0,"Fuel Flow (Wf)","X",,,,
,,,0,3,"B",1,0,1,0,0,1,0,0,"Mach Error","X",,,,
,,,0,8,"D",1,0,1,0,0,1,0,0,"Fuel Flow Rate","X",,,,
,,,1,0,"A",1,0,1,0,0,1,0,0,"Fuel Mass Flow","X",,,,
,,,1,0,"B",1,0,1,0,0,1,0,0,"Fuel Mass Flow","X",,,,
